identifier,att_GoodForKids,att_RestaurantsGoodForGroups,att_OutdoorSeating,att_RestaurantsReservations,att_HasAlcohol,att_RestaurantsTableService,meal_dinner,meal_lunch,amb_target
qseVWJ2q9fONLCxdsuyaWQ|McDonald's,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
skYqQeVzrZ_DCKcPQe9CAg|Papa John's Pizza,1.0,,0.0,0.0,0.0,,,,2.0
802K2lOVfVjPju7gUXbuog|Westerville Grill,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
2XcQbGGkx7uJViv47pre2A|Wendy's,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
5oqABvpjun6-4nANUEk5wQ|Wendy's,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
KlrWRdOGOEVpbuqvH3WNWw|Bob Evans,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0
yrJlHOr0IHj9uctwWCca3w|Whole Foods Market,1.0,,,,,,,,
W4n03-ObKAF1YqkbQnwHVQ|Jet's Pizza,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0
Llmlf9B97Uwhdvn2x3xCoA|Wah Yuen Restaurant,1.0,1.0,,0.0,,,0.0,0.0,0.0
ls_fzH9NN5saoz0pepSflQ|Joy Lucky,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
uEwxmb6YZnqg7V3YIcyc4Q|African Paradise Restaurant,1.0,1.0,0.0,0.0,0.0,,,,1.0
X7tYyinEBZQcE6wxTT7K7w|Willowbeez Soulveg,1.0,,,0.0,,,,,
6SnnJ62LY_QBiZJ4nZiWDA|Nida's Sushi,0.0,0.0,1.0,0.0,0.0,,,,0.0
nYrAfEiU9OiNzUJWXQodBA|World of Beer,0.0,1.0,1.0,0.0,1.0,,,,
p7OXlR74TjIkkXrLfjBNVA|Boston Market,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Us3M3VSswLirg08wUSBbjw|Massey's Pizza,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
UoHfqReZFHwrBByeqeZbWw|Panda Express,1.0,1.0,1.0,0.0,0.0,,,,0.0
VyYHD_8SuQW-s3Ef2kl7-A|Buffalo Wild Wings,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
h_A8BU1h0n5Mifcc4AXviA|Cleaver,,,1.0,,1.0,1.0,,,
DVC5y19ZIKbYbX3kN6q30Q|Papa John's Pizza,1.0,1.0,,0.0,,,,,
Ki2pDOftSfY3JnooRsJikA|Donatos Pizza,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0
6bT3RIGhz5mCjyiJV5wfgQ|Chipotle Mexican Grill,1.0,1.0,0.0,0.0,0.0,,,,
AtBGidIB2eY2jo9ZpNKMTg|McDonald's,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
11fCl3glIwye--mXs3VxWA|Wendy's,1.0,1.0,1.0,0.0,,,0.0,0.0,0.0
G2OscoIU-4TLmXnH3kQtqA|Domino's Pizza,1.0,1.0,,0.0,0.0,,,,0.0
UGmdk3-f8wQWKww5iDKDjg|South Village Grille,0.0,1.0,,1.0,1.0,1.0,1.0,,2.0
VpPu3bIsz9zTU5wUlfDfAA|KFC,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0
tptwOaAxwv6_s-jJ5Z5RzA|Nocterra Brewing,1.0,,,,,,,,
cu9WbAtLcvXzguHpffOPGg|Rusty Bucket Restaurant & Tavern,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,
JzU3WY4xSMyt-BgQiOKAZw|DoubleTree Suites by Hilton Hotel Columbus Downtown,1.0,1.0,0.0,1.0,1.0,,,,0.0
5ATnFOzKlZ3FrEJXAedUJg|Chocolate Café,1.0,1.0,1.0,0.0,1.0,,0.0,1.0,1.0
ATyLRqe31MykFdIg6w_oZQ|Tim Hortons,,,0.0,,,,,,
AIbMg5GOxXJY5rBXRGHATA|Choripan,,,0.0,0.0,0.0,0.0,,,2.0
qUrgGf97_L-x4aCzPfRj_g|Sandman Express Downtown,,1.0,0.0,0.0,0.0,,,,0.0
bFSuBRvODJnwrE6BOauppA|Java Central Café and Roaster,1.0,1.0,1.0,0.0,0.0,,,,0.0
nuwpAllqhMPYaZSxg4YnRg|Big Tony's Pizza & Pasta,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
yDsqr2atjKoh3ls2iO51Qw|Barrel & Boar Gastropub,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,
HCw9FwjllfwU90gYgMlm6g|Scramblers,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,3.0
bJ45Stdd9UuLHMGqBxVzPg|Library Bar,,1.0,1.0,0.0,1.0,,,,1.0
FyGavoQ1DdC3ZsjKAfxezA|Zoup!,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fqjaG6R6PIN18rW2iBB5bA|New Grounds Coffee House,,,1.0,,,,,,
E0BmaHkHfi8bd5TfZ75r_w|McDonald's,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,
3G0GyeHXzpVFzHsqdTpwZQ|Danny's Delicious Deli,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
dnCW90LL9WylhF6aWz-_5g|The PAD,,,0.0,0.0,,,,,
91E_lIBwGg5KRU5dcb7owA|BD's Mongolian Grill,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aPuYmYgmGvuKyUpLRH9brQ|Burger King,,1.0,,0.0,,,,,
r_txShJ3Rud3K2UIzmpCrA|Fiesta Mariachi,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
Mc88Dcm4iR4BEbVFA0x3zg|Eastern Wok,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
meff4yE5gLIYIXt4G6BPmQ|Chuck E. Cheese,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,3.0
d-Gbf3BSo7SLQdMOY7g96A|Ohio State Pizza,0.0,1.0,0.0,0.0,1.0,,,,
9RTgJLwZkbKHivuvUrtrlg|Dragon Village,1.0,1.0,0.0,0.0,0.0,,,1.0,
vvlNf0ja2xEKwXFBlzW2uQ|Rusty Bucket Restaurant & Tavern,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
LwJpEWhuzPLVDr9TbiM2dQ|Anthony's Pizzeria,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
YcSX5CXe5z2Z0WfIVJnwPQ|Minico's,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0
upXRnGLYhG-HeZ2x4DVVuA|Wendy's,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0
WkOnPJtZkhcJMstaL7ER_w|Buffalo Wild Wings,1.0,,1.0,0.0,,0.0,,,
ctBOku_yVrRj5QBxLCuxYA|Ash & Em,,,1.0,,1.0,0.0,,,0.0
azjQk9JDvLRg-nVCGTuqEw|Sunny Street Cafe,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
XAQQPNKzyQP4ZcGBBmZpew|Tupelo Doughnuts,,,,,0.0,,0.0,0.0,
HI-GomA8CIq4NVCeztAQNQ|Club Diversity,0.0,1.0,1.0,0.0,1.0,,,,2.0
spsTemQixmnpzrX6R1lcRA|Highline Coffee,,,1.0,,,,,,
t1Nwse-w3RC1C7wqSSFs5g|O'manny's Pub,,1.0,0.0,,1.0,,,,
CCK1fCaqCC8LUWu5tRCbmg|Lucky Yee,1.0,0.0,1.0,0.0,0.0,,,,
RGg17i-M2B7fPT_3jLw1Hg|Red Lobster,1.0,1.0,0.0,1.0,1.0,,,,
BHQhlH9EPsumn2xAfvr4Jg|Condado Tacos,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
r9nCB68IbGzfOJeWBFdCcQ|Mike's Grill,,1.0,1.0,0.0,1.0,,,,2.0
jsSZbh5kAkC62piJOaP6Xg|O'Nelly's Sports Pub & Grill,1.0,1.0,1.0,0.0,1.0,,,,
PaJMhbvAv7NYY5MBCk4Q1w|Gaswerks,,1.0,1.0,0.0,1.0,,,,0.0
RNKUcCqElo11J7yme2yMvQ|Little Caesars Pizza,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Z5_-ybNlyiK3Of26HmBYUA|McAlister's Deli,,,1.0,1.0,0.0,0.0,,,
8KnR6JwRMzHxa0WkelhzFw|Penn Station East Coast Subs,1.0,1.0,0.0,0.0,,,,,0.0
dTVhdFHs0zmG9rHfzklA-w|Starbucks,,,1.0,,,,,,
cV9-Nven_rELh6yrgHUcCA|Massey's Pizza,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
PkF5Q-kiiRunvAuehU2cQA|Wendell's Pub,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
iI8lJaXCfk4WHmoixxnn9w|Wendy's,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0
EzRuZeWE94vam8sxg1pWtQ|Lynd Fruit Farm,1.0,,,,,,,,
0jFrTHMEyIlHX0i_185tnw|Belle's Bread,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,3.0
0PLNUj1fHn6ANG4ASM8XOg|Kuya Ian's Bistro,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
2WRiTpjkIyCkOsXLotKuqQ|Comune,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,2.0
7ML3hGh_dyQI5d9TkXd96w|Halal Mediterranean Food Imports & Bakery #3,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
vcnVjCFnLFpJDbNqxGJSGA|Starbucks,,,1.0,,,,,,
RwGC9g343v0X2aIhLO7eKA|House Wine,,1.0,1.0,0.0,1.0,,,,3.0
k-ou6U8a_jTcN3aq9HvuRA|Blue Ginger Asian Fusion Bistro,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,
hYAkEz_MvcIwZT0gCr72nA|Ange's Pizza,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
YCuGxnZvDl1JFROkMS3kwg|The Walrus,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0
RjEl9Frc_bp2ebSHVydpXw|Bob Evans,1.0,1.0,0.0,1.0,0.0,,,,1.0
QyF7cItuqeRiwhfNjriKMg|Raising Cane's Chicken Fingers,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SHBQgwwWjALn5nGnfXM6Jg|Happy's Pizza,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
j00at2_hXp7tpRSyj8uTdA|Amy's Pizza,1.0,1.0,0.0,0.0,,,,,0.0
frvrjzepXWMkMSabSZ1eag|Basil Thai,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
b376BMYw32G0ojd_jirWZg|Siam Express,1.0,1.0,0.0,0.0,0.0,,,,
Asn_NXeNmN846hlar5H0pQ|Pochi Cafe,,,,,,,0.0,0.0,0.0
avgROXX52HAmmbfOvHINsA|Dairy Queen Grill & Chill,1.0,,1.0,0.0,,,,,
9zQCeb1rEJOuHexHXPR2BQ|BistrOH!,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,2.0
XDVU0r6w4KK9RoDZfzYj5g|Fried Chicka Bang,,,0.0,,,,,,
DsaUSvfTMuFhGChyrBsCng|Brekkie Shack,1.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0
PuC4zZVceOUsXWhj9t6OvA|Little Caesars Pizza,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0
zkZxHf9Y3RNe9AnRNEWp-g|Skyline Chili,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
4bf3loMrOKeCToNrpaAnUw|Mardi Gras Homemade Ice Cream,,,,0.0,,,,,
M-LwDEPpD0QZXnYHqrOgaw|North High Brewing,0.0,1.0,0.0,0.0,1.0,,,,1.0
rmW03CyEsaiXHtqcTr474g|Arby's Roast Beef,1.0,1.0,0.0,0.0,,,,,0.0
uek3MhwdARiX7lC0L875iA|Rule 3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
eMvYUbxjVqVIx1DuMglX-g|Soine Vineyards,0.0,,,,,,,,
VaNz-Og4k9lT8llPItUkpA|Luigi's City Pizza,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
xb-X8tF_uqLynZgWLCgzmQ|O'Connors Club 20,,1.0,1.0,1.0,1.0,,,,1.0
z9FTZQPN2rLQPRj7tlNMBA|Big Mamma's Burritos,1.0,1.0,,0.0,,,,,
WKhUl3IfY7hTbDvqiqxs5A|Turkey Hill,1.0,1.0,0.0,0.0,1.0,,,,0.0
xCE0EYQarFDS0Y1sfNx00A|Hendoc's Pub,,1.0,0.0,0.0,1.0,,,,
ayswA2k6H3T6veF3SX2pdw|Donatos Pizza,1.0,1.0,,0.0,,,0.0,0.0,0.0
ZCfNpAhfPj-V4IuI0nnxpg|Scramblers,1.0,1.0,1.0,0.0,0.0,,0.0,,
txsAX1_8x2fnFbojYRHf_A|Waffle House,,,,0.0,,,,,
ou3nkIcM5Blp61cCecDf2A|Subway,,,,,,,,,0.0
IJVqt4PE0QKaqJ2VfBYBZg|Zoup!,1.0,1.0,,0.0,,,0.0,0.0,0.0
lozrAQlUvqph2hWupwb6Wg|Hot Head Burritos,1.0,1.0,1.0,0.0,0.0,,,,1.0
ir04wuNU2pViqn-LnkMsYg|Roaming Goat Coffee,,,0.0,,,,0.0,0.0,2.0
t_8kOoL9ZLFZBN2ILtfwRA|Haveli Bistro,1.0,1.0,0.0,1.0,,1.0,1.0,,2.0
upwTRhyPMC5yCgtM_sEpTA|Rusty Bucket Restaurant & Tavern,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VD7WJO9IrafHqw6ykEKgMQ|Ko Sheng Chinese Restaurant,1.0,1.0,0.0,0.0,0.0,,,,0.0
BlqNp64EgqUC5nb94S_zyA|Local Bar,,1.0,0.0,0.0,1.0,,,,0.0
4tLoXXk07klfETHM7e4jpA|Tim Hortons,1.0,,0.0,0.0,,,0.0,0.0,0.0
kl5Hgmgdr81b8zlh4MBsRA|Arby's,1.0,0.0,0.0,0.0,0.0,,,,1.0
JB9K5SVFBya4Ms54RQYF6g|Bob Evans,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
PL0xy29--FEHr9-u8xk5Yg|Bamboo Thai Kitchen,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,3.0
dbzqp5QJ4heZaMlbKTGIIw|Fame's Diner,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mle4XVlPQBH-IBdJiKpEAg|Destination Donuts,1.0,,,,,,,,
e3ItI1u5kdtRZb41n9Xp5A|OH! Burgers,1.0,1.0,1.0,0.0,0.0,,,,1.0
hvK5Vy45BC3W35ILtBsVmg|Cluck-A-Doodle-Doo,0.0,0.0,0.0,0.0,0.0,,,,0.0
F3N4XgvVa7dDciLllPs6eg|Hyde Park Prime Steakhouse,0.0,1.0,0.0,1.0,1.0,,1.0,0.0,2.0
e5NheLf6-VV7V8jdcLt-nw|Dairy Queen,,,1.0,,,,0.0,0.0,0.0
7YDvKvsR7CD7GiuZMsa8og|Hubert's Polish Kitchen,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0
bZzVI0hub6A9WwQZp11aVw|Short North Tavern,,1.0,0.0,0.0,1.0,,,,1.0
o7d5ao4t4JUDEEtaAvVcag|Hunan King,1.0,1.0,,0.0,,,,,
Nzu5LLKyPziTq7w7jVEMiA|KFC,1.0,1.0,,0.0,,,0.0,0.0,0.0
AYiYBGa0N2ttJa7V6PEMEA|Tee Jaye's Country Place,1.0,1.0,0.0,0.0,0.0,1.0,,,1.0
4pLhzDAxpV0U4CEVJsVlRg|Ninja Bowl,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0
aeSAUnb5mAXnd9KvN5qTgg|Tommy's Jerky Outlet,,,,0.0,,,,,
yu4iVdak9eC_R1eG8caV0Q|Smith & Wollensky,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0
uKUmVzrh2eFALivhqzl3lg|Starbucks,,,1.0,,,,,,
yaCDPdAT4OIYpCJ_Ww2FcQ|Charleys Philly Steaks,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
9ONPcMrl54Re6h9IuIleRg|Scramblers,1.0,1.0,1.0,0.0,0.0,1.0,,,
fiBlV9jiqt1IuLfRnpEMKw|Twins Cafe Hookah Lounge,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0
e80dGoKp8t_tLZXsUVUGwg|Rye River Social,,,1.0,1.0,1.0,,,,
J3PxxS405OkxHS8-V8Tj_Q|The Barn at Rocky Fork Creek,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0
Czn5SlX5ZIimcyqAe245Ew|Fox In The Snow Cafe,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0
7Awt11D8Xn9I5c3NlQ1Aqw|Peacock West,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-ecBrJrvnn0P9-pdhYTmpQ|Charleys Philly Steaks,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0
d2YdPwMV6rFieYjBb-kQWw|Northstar Café,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,3.0
lmTIRJBMYbc3578_NorcJA|Burger King,1.0,,,0.0,,,,,
iMJUW0AYzme5eSHAjWKFRQ|Kuhlwein'S Farm Market & Deli,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,1.0
a5DD2SzopbXQpM0VFZwahg|Mrs. Turbo's Cookies-Powell,,,1.0,,,,,,
NsB2_w9XwzoPaVusUkMWnw|Rally's,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0
39sDWLOPrzjwYzs0NECemg|Skyline Chili,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
UvK5cM561jYiVW5sg6BPaA|LongHorn Steakhouse,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0
wLVcw5sHV9fLKoPsg9iIkQ|Harry Buffalo,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
V9OHJpIePMwE9xouwV7_Rg|Zaytoon Mediterranean Grill,,,0.0,,0.0,0.0,,,
55ExVsl3eJeOI2Yidgw0Jg|Your Traveling Bartender,,,1.0,,1.0,,,,
gpFH8Cu_Mn0RF_6vFu2jbA|Spiros,1.0,1.0,0.0,1.0,1.0,1.0,,,0.0
4LFSfHB7b8UedPHT7eb36Q|Rehab Tavern,0.0,1.0,1.0,0.0,1.0,,,,1.0
GH_gIF5XLdcucjVAq1VSqw|LongHorn Steakhouse,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
XOMpdafLCkb2trBUObQF2w|Dragon House,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,0.0
bfXBH-l89BO05V-KrL6R_Q|Olive Garden Italian Restaurant,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
OTPthMJIHebCvJNub2-BjA|Sonic Drive-In,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
GQJuO--D5XB1m4HL21qqHg|Rafter's Restaurant,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
BmjJnXhEMnE_cuFR-YL_Qw|Jet's Pizza,1.0,1.0,0.0,0.0,0.0,,,,
_rpEhHWZmwnUWe96eJJaPA|Bob Evans,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
_b4l1TO7gJ2SJhvATzNzEQ|MOD Pizza,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
S7WJlpvsuk8QUQ6QTM8Kdg|Tammys Pizza,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
PWwBmLYVlioHknccRaSKww|Vitality Juicery,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FN4ZWs6syZYO79TvENYMrg|Burger King,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
vXgNswX8dt6uaE8XfFPAEg|Pho Asian Noodle House & Grill,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
8TEF5h7dvF71avyDhoo6MQ|Short North Food Hall,0.0,1.0,,0.0,,,0.0,1.0,
qfuIvXCy5ew_5IYp3nT4_w|IHOP,1.0,1.0,0.0,0.0,0.0,1.0,,1.0,
6tREearAeHZFaAMwHjTkgA|Lineage Brewing,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
cg_WjjZHcZuWPFBSfsYhZw|Green Bean Delivery,,,,,0.0,,,,
DPE7sNXYcsri-tM8FIIdEA|PJ's Family Restaurant,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0
Rl9cfHIup7vp1VY66wSX2w|Yogi's Bar & Grill,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,1.0
z_4j-0SJq5kNmD9K7Dja6Q|Brassica,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
52E1G7fNA2OGK4ksq1SAIw|Bubbles Tea & Juice Company,,,1.0,,,,,,
8KuQwWcHwYmqV7FyTVoJtQ|KFC,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
9qTktmTJt9c7_xz9irjRvg|Pastimes Pub & Grill,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,0.0
9RxEg9SQaYA32IWYRELzYg|Whistle & Keg,,,1.0,,,,,,
n8DikJBbLua5OcJU7MPhZg|Taco Bell,1.0,0.0,0.0,0.0,0.0,,,,0.0
naIgvz53iZKZ788-pxVB5g|Daylight Donuts and Cafe,1.0,,1.0,,0.0,1.0,,,0.0
3lEodtNqHjjnIQRhJCY4og|Subway,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0
Pqt3JfsOqZwYq2DpkcJ4-A|Donericks Pub House,,1.0,,0.0,,,,,0.0
QeW8xHKzXjipS2be4Ge2jg|New York Style Halal Gyro,,,,,,,,,0.0
Mmg_MLNXLV9EFyawp851Tw|Five Guys,1.0,1.0,0.0,0.0,0.0,,1.0,1.0,0.0
1lSJI7mFc7UrULEvUuGcwA|Tim Hortons,1.0,1.0,0.0,0.0,0.0,,,,1.0
R87WhJODzIFAesjfo-Qnqw|Donatos Pizza,1.0,1.0,0.0,0.0,0.0,,,,0.0
WPFCoSnw84MXFeIxSFNbVA|The Hamburger Inn Diner,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
B8uEcvFpOcH028v4RaC-hA|Kindred Brewing,,1.0,1.0,0.0,1.0,,,,1.0
jqvToyKrlxUV8vgZsGZK1A|Buckeye Hall of Fame,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0
6kU9IfFU6PaHl5VWYz8NRA|Grapevine Pizza,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2bX1tSpc51CLMqhIzCBErA|Wendy's,1.0,1.0,,0.0,,,,,0.0
09rzPqw86czhPkCI-V0wuw|Cazuela's Grill,,,1.0,,,,,,
a48uxP6G2VPNijB7khuMCw|The Filling Station Bar & Grill,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-eOMS3-RIZw-P3l_1dvaoQ|Cake Walk Bakery & Indian Cafe,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
IYlFvp0nJumAbTgRczLMqQ|Asian Wok,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
VspHzMf1ZV9eqHfHG-P3YQ|Hofbrauhaus Columbus,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0
9a85nUTsLWaOChruX0FbmA|Boston Market,1.0,1.0,0.0,0.0,,,,,0.0
wAVzKWaJc-iZ4ZXsqp0t5Q|Taco Bell,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8uUbTvFZy1wJddujMVQBvg|Donatos Pizza,1.0,1.0,0.0,1.0,0.0,,,,0.0
AefrclmZfoaTeEtZ5TeONw|Burger King,1.0,1.0,,0.0,0.0,,0.0,0.0,0.0
iScJCcORUIhn-9g_fE2xSg|Cheshire Market,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,0.0
cWfbUIe2matDmRV2jdhE2Q|Dublin Metro Grill,0.0,0.0,,1.0,,,0.0,0.0,2.0
nW_pKFwSn4BRBrSegeZ9NQ|Crimson Cup Coffee & Tea,,,1.0,,,,0.0,0.0,
eSfBFA17ngvQOP15FGgeNg|River City Grille,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,3.0
iPKM2UVsZxU0aXCmGTWxFQ|Char Bar,,1.0,1.0,0.0,1.0,,,,1.0
6BAAyFv-3QFMMXa8HXdapQ|Winans Chocolates + Coffees,1.0,0.0,1.0,0.0,0.0,,,,0.0
14cAH7aIK-cYLMVEYR6l6Q|Starbucks,,,0.0,,,,,,
BU4jolrcdmJuQHZzCy5FEw|The Half Pint,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
a_Aezd3PwX3NThE-Kdwk4w|Roadhouse Wings & Grille,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,
TPdY5Jl-84A7kpxYnGFkBQ|Penn Station East Coast Subs,1.0,0.0,0.0,0.0,0.0,,,,
vfrR2FkuJiO9myIdOBdtNQ|Shade's Restaurant,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
6pf9v3M7cqyO-lBQtfq8uQ|McDonald's,0.0,0.0,,0.0,,,0.0,0.0,0.0
qFWhOxW5UpJtH-PAA9FT8A|Sunny Street Cafe,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
vmrCjof751go-bDoVGcZCA|Piada Italian Street Food,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,1.0
KIByHkbYlwNihtkEdN0rnA|KFC,1.0,1.0,,0.0,,,,,0.0
qqEr7xvX9u5ZN51dbWNhjg|Los Mariachis,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
usEs9ZCDrJ6tNoWGby1f8g|Buckeye Donuts,1.0,,0.0,,0.0,,,,
FnQFuQfb5pfsQC8FSDp0aw|Terita's Pizza Carry Out,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0
8rMEBRQhy_bU-3YXeRf9Kg|Worthington Farmers Market,1.0,,,,,,,,
plIeSTVjUCrvCzeIL0JIxw|Piada Italian Street Food,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
gRQfGQQtutgvZ_eytM5aUw|Dante's Pizza,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
LFspzr3KLjut6I2bt4IOJQ|Waffle House,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
HDdgu0JvLTY_xGibNfxNZQ|The Daily Growler,,1.0,1.0,0.0,1.0,,,,3.0
9qrJ9z-mUWkTEQhhkz8Spw|The Paddock Pub,1.0,1.0,,0.0,1.0,1.0,1.0,,1.0
8ecYpIUorkAoa5hoR1CjRQ|Lola & Giuseppe's Trattoria,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,
yKRPz6-KmoBgvekGXQ_HbA|Great Wall Chinese Restaurant,1.0,1.0,0.0,0.0,0.0,,,,0.0
PVCVNronC5VYbPjLJPMsng|Wendy's,1.0,0.0,,0.0,,,0.0,0.0,0.0
976QGPBXmymalizZvfxj3Q|Rush Bowls,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9etFC_bLRUWeTnK5RJFSTg|Global Gallery,,,1.0,,,,,,
buCikRONKqkBL8cnQxH1MA|Bristol Republic,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
4fRmsNi2Aoz5DWwdWaXOKA|Church's Chicken,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
